text,type
scoobyscoob say oh gawd hey welcome back firelily best see around yes feel better like day would say good sign heart also avatar interesting costume laugh hehe thank roud bee busy mean solar day month honest still another wks craziness look forward rest time christmas roud awesome hear feel better wonderful news always nice free happy roud,E
scoobyscoob say oh gawd hey welcome back firelily see around laugh feel better like day would roud good sign heart also avatar interesting costume yes hehe thank say bee busy month honest still another wks craziness look forward rest time christmas roud awesome hear feel better wonderful news always nice free happy roud,E
say oh welcome back firelily see around feel better like would say good heart also avatar laugh bee honest still another wks craziness forward time christmas roud feel better wonderful news always nice happy roud,E
firelily say hehe thank roud bee busy month honest still another wks craziness look forward rest time christmas roud awesome hear feel better wonderful news always nice free well-chosen roud click expand ah see cool cool already look forward christmas still halloween first laughing u Thanksgiving Day yeah thanks go trip mexico btw month ago,E
firelily say hehe thank roud bee busy month honest still another wks craziness look forward rest time christmas roud awesome hear feel better wonderful news always nice free happy roud click expand ah see cool cool Halloween already look forward christmas still halloween first laughing u Halloween thanksgiving yeah thanks go trip mexico btw month ago,E
firelily say hehe thank yeah bee busy month honest still roud wks craziness look forward rest time christmas roud awesome hear feel better wonderful news always nice free happy roud click expand ah see cool cool already look forward christmas still halloween first laughing u thanksgiving another thanks go trip mexico btw month ago,E
firelily say hehe bee busy honest another forward time christmas roud hear wonderful news always nice happy roud click ah see cool cool forward christmas still halloween first laughing u thanksgiving yeah thanks trip mexico month,E
scoobyscoob say ah see cool cool already look forward christmas still halloween first laughing u thanksgiving yeah give thanks go trip mexico btw month agone yet wink,E
scoobyscoob say ah yea see cool cool already starting time look forward christmas still halloween first laughing u thanksgiving yeah thanks go trip mexico btw month ago yet wink,E
scoobyscoob thanksgiving ah already cool cool see look forward christmas still halloween first laughing u say yeah thanks go trip mexico btw month ago yet wink,E
scoobyscoob ah see cool already look forward christmas still halloween first laughing u thanksgiving go mexico ago yet wink,E
firelily say yet split second think visit place else visit different ally happy,E
firelily say yet wink think visit place else visit claver different friend ally happy,E
yet say wink firelily think visit place else visit different friend happy,E
firelily say yet wink think visit place else friend happy,E
muchaparadox say head enfp tp forum one liner paragraph forum explain everything accomplished detail hah contend salient difference talk listen would explain either put travail make useful contribution discussion else remain silent whereas entirely content merely grunt babble simple pleasure tongue,E
muchaparadox say head enfp tp forum one liner stay on paragraph forum explain everything complete detail hah contend salient difference talk listen would explain either put effort make useful contribution discussion else remain silent whereas entirely content merely grunt babble simple pleasure campaign tongue,E
muchaparadox say effort everything tp forum one liner paragraph forum explain enfp complete detail hah contend salient difference talk listen would explain either put head make useful contribution discussion else remain silent whereas entirely content merely grunt babble simple pleasure tongue,E
muchaparadox say head forum one liner paragraph everything complete hah contend salient difference would explain put effort make useful contribution discussion remain silent whereas entirely merely babble simple pleasure tongue,E
scoobyscoob say think visit site else visit different friend happy well rattling get time sadly still want visit mexico much see much want see eye,E
scoobyscoob say think visit conceive place else visit different friend unlike happy well really get time sadly still want visit mexico much see much want see eye,E
scoobyscoob say think visit place else visit sadly friend happy well really get time much still want visit mexico different see much want see eye,E
scoobyscoob say think visit place visit different friend well time sadly still want visit mexico much see much want,E
firelily pronounce well really get time sadly still want visit mexico much see much want see eye wreak keep busy,E
firelily say chew the fat well really get time sadly still want deprivation visit mexico much see much want see eye work keep busy,E
much say well really get time sadly still want visit mexico much firelily see want see eye work keep busy,E
say get time sadly mexico much see want see eye work keep busy,E
scoobyscoob read work keep back busy super buzy year one busiest year fear next year go worse,E
scoobyscoob say work keep busy super buzy year one class busiest year aver fear next year go worse,E
scoobyscoob say work keep busy next buzy year one busiest year fear super go year worse,E
scoobyscoob say work buzy year busiest year fear next year go worse,E
firelily say super buzy year one busiest year fear next year disco biscuit worse save busy might busier next year shock,E
firelily say super buzy year one busiest year fear next in use year go worse keep busy get might busier next year shock,E
firelily say super year year one busiest buzy fear next year might worse keep busy go busier next year shock,E
firelily say buzy year one busiest next year go worse keep busy might busier next,E
scoobydoo mystery say keep fussy might busier next year shock life hahaha likewise decide take time go back school become teacher laughing beware kid cross path wahahahaha nah jk love kid laugh,E
scoobydoo mystery say keep busy might busier next year shock life hahaha also decide take time go back school become teacher laughing beware instructor kid cross path wahahahaha nah jk love officious kid laugh,E
scoobydoo mystery say keep busy might busier next year shock life hahaha also decide cross time go back beware become teacher laughing school kid take path wahahahaha nah jk love kid laugh,E
scoobydoo mystery say busy might next year shock life hahaha also decide take back become teacher kid cross path wahahahaha nah love kid laugh,E
firelily say life hahaha also decide take time go back school become teacher laughing beware kid cross path wahahahaha nah jk love kid laugh people kid shock offense glad kid live opposite slope planet kid kid think make great teacher stupendous kid tongue recollect kid,E
firelily say passion life hahaha also decide take time go back school become teacher laughing beware kid cross path wahahahaha nah jk love kid laugh people kid shock offense glad kid live opposite side planet kid kid think make great teacher stupendous kid tongue thinking kid major planet,E
firelily say life hahaha also decide take time go back school become teacher laughing beware kid cross path wahahahaha nah jk love kid laugh people kid shock offense glad kid live opposite side make kid kid think planet great teacher stupendous kid tongue thinking kid,E
firelily say hahaha take time back school become teacher laughing beware kid cross wahahahaha love laugh people shock offense glad kid live opposite side planet kid kid think make great teacher kid tongue thinking,E
know wishing protagonist go outside shitty inner demon wishing keep inside,E
know want friend go outside shitty inner demon want keep pass away remote inside,E
want want friend go outside shitty inner keep know demon inside,E
know want go outside shitty inner demon want inside,E
neutron x say know want friend go outside stinky privileged demon want keep inside doth kormak,E
neutron crappy x say know supporter want friend go outside shitty inner demon want keep inside doth kormak,E
x neutron friend know want say go outside shitty inner demon want keep inside doth kormak,E
neutron know want go outside shitty inner demon inside,E
rebis order doth kormak perchance,E
rebis peradventure say possibly doth kormak perhaps,E
doth kormak rebis say perhaps,E
say doth perhaps,E
quarantine get mad,E
quarantine drive insane harebrained,E
insane quarantine drive,E
drive,E
need time alone recharge want look someone mien around else get lonely,E
need time lonely alone recharge want feel someone presence set out around else get lonely,E
feel time alone recharge someone need want presence around else get lonely,E
need time alone recharge feel presence,E
weird trust payoff someone lol,E
weird desire take soul someone lol subscribe,E
take desire someone weird lol,E
desire take someone lol,E
quiet time prefer way belike get use self isolation sad thou long period eff demoralise drain prefer specific person fun enough keep sane mx player download pc,E
quiet time prefer way probably get use self clock time isolation sad thou long period eff depress drain prefer specific person fun enough keep sane mx player soul download pc,E
quiet time prefer way probably get use self isolation sad thou long period eff depress drain prefer player sane fun enough keep person mx specific download pc,E
time prefer way probably use self isolation sad thou long eff depress drain prefer specific person enough sane mx player download,E
someone film resist temptation lecture enemy instead pullulate right away whereby enemy find time build up pistol least knife someone falsely accuse murder inexplicably lower gaze like guilty child leave saving word unsaid none,E
someone film resist temptation lecture enemy instead shoot right away whereby enemy find time arm pistol least knife someone take falsely accuse murder inexplicably lower gaze like guilty child film leave saving word unsaid none,E
someone film resist temptation lecture enemy instead shoot right away whereby enemy find time guilty pistol falsely knife someone least accuse murder inexplicably lower gaze like arm child leave saving word unsaid none,E
film temptation lecture enemy instead shoot right away find time arm falsely accuse inexplicably lower gaze like guilty child leave word unsaid,E
like people talk people crazy unaccompanied foresightful,E
farseeing unaccompanied like people talk people crazy alone long,E
crazy alone talk people like people long,E
people talk people alone,E
itching talk someone something concern happens,E
itch talk someone materialize something mortal interesting happens,E
itch interesting happens something talk someone,E
talk,E
belike one risky year life,E
yr probably one worst year life pip,E
one worst probably year life,E
one year life,E
like citizenry citizenry like endorse,E
masses similar like people people like back,E
like people back people like,E
like people like,E
alternatively take for granted,E
rather instead alternatively assume,E
instead assume,E
instead assume,E
fact spend time hobby instead people keep Nox become extremely confused booster say need alone time,E
fact spend time hobby instead people Falco subbuteo highly keep night become extremely confused friend say need alone time,E
fact instead time hobby spend night keep people become extremely confused friend say need alone time,E
fact spend time hobby instead people keep night become say need alone time,E
want go various tangent connect recent coolheaded finding everyone leaf,E
want go several tangent connect recent cool finding everyone tan leaf require,E
want everyone several tangent connect finding cool recent go leaf,E
go several connect recent cool finding leaf,E
score j test judger,J
get super excite store max container office organize new way possible,J
finish someone else well,J
friend call gathered collected organize person know individual,J
reorganize book ledge fiction inspirational small nonfiction book bin author category size standard size nonfiction closet shelf alphabetical author hmm let see new reserve system work,J
brian osler say question organize bookcase author title genre height top shelf school relate book bottom shelf school relate book three shelf sort genre series connect author something common instance lord ring second shelf right wheel time series robert jordan die halfway book brandon sanderson finish series wot brandon sanderson book mistborn trilogy elantris warbreaker fit spot series author end wot section basically meld together idea actually make sense even people see make much sense really weird organization pattern,J
napoleptic say die little inside say ooh let go reliable check topping aah hilarious soo true,J
stay late finish someone else advantageously work sour well,J
angelfish entrust say hifive leaving sound bird of night much relaxing leave deny leave later relaxing fact night owl later better like true schedule plan,J
plan spontaneity kind make sense,J
lady clockwork say start cry game else reorganise thing bookshelf would cry someone reorganize bookshelf everything specific order kitchen movie somebody cd cassette,J
want write fresh sheet paper mess perfection,J
Chaetodipterus faber say hifive leaving sound much relaxing leave deny leave later relaxing fact night bird of night later better like true schedule plan,J
picture thing go mind go way get upset,J
ti say cod color totally separate brand cremefraiche though,J
cremefraiche say way unhealthy perceiver unfortunately remember rein judgers around perceiver smother plan several argument perceiver boyfriend hard plan standard unfortunately well sure help boyfriend think act lot ultimately good cremefraiche say belief need remember reel back little sometimes state need remember cast little sometimes roud,J
know judger type list next day start type task come mind spend time sub divide category soon devote one page category print list paper put alphabetical order category page category bible time clean cook digital organization entertainment external task financial fitness organization schedule self improvement work write,J
always least minute late want minute early figure happen time get away feel guilty nf thing,J
brian osler say question organize bookcase author title genre height top shelf school relate book bottom shelf school relate book three shelf sort genre series connect author something common instance lord ring second shelf right wheel time series citizenry robert jordan die halfway book brandon sanderson finish series engineer wot brandon sanderson book mistborn trilogy elantris warbreaker fit spot series author end wot section basically meld together idea actually make sense even people see make much sense really weird organization pattern,J
read judging description fit definitely even bother description perceive read see better say,J
talk friend hang sometime tell anytime continue explain entire plan schedule next week finally tell two half week saturday look give,J
caffeine buff say buy alarm clock sidereal day check alarm time set time order sleep next morning wake minute alarm go even sleep stress sleep sound dream overslept one day sleep alarm result pain medication buy backup alarm absolutely earsplitting torture every night make sure alarm properly set idea click expand hahaha right consternation,J
tone relaxed produce schedule,J
feel could totally ben undercover spy fbi cia mi mi friend count come plan plan next day ahead go sleep,J
get annoy people,J
get frustrate pandora elbow room alphabetically sort out station,J
raz say lay lay back structure agree way back life,J
know judger college class schedule program mobile phone calendar entire semester system rotate textbook always right batch material ready put backpack night,J
napoleptic say rebel make u start use pen everything sixth grade give pencil day week seriously prefer pen use pencil practically erase paper erase necessitate much pen force write neater otherwise handwrite like chicken scratch way small anyone newspaper read make mistake three choice white look trashy hate scribble note restart another piece paper draw begin use pencil keep trace edit thing onto new piece paper get perfect trace perfect copy sketchbook one pen color whole process take anywhere piece copy paper one simple draw tree must hate,J
nightmare procrastinate forget test even involve take test anxiety awful craziest part thank haha,J
make list clothes schedule work purple monday red pink tuesday green systematical wednesday brown black friday yellow orange thursday make plan everything daily life year plan know want next year step step plan achieve think act blue order,J
plan time calendar gain make plan twenty-four hours next day,J
fold puff show place wal mart worker come ask find size look reply well uh um really yes,J
go restaurant tell staff run place dry clarify cross bos line esfj win,J
finger could totally ben undercover spy fbi cia mi mi ally count come plan plan next day ahead go sleep,J
equinox say funny come note school care cross note something keep reference like list simple note either plan something reinforce memory brainstorm something rewrite every time mess otherwise bother flip rebel make u start use pen everything sixth grade give pencil day week,J
see judge walk street hot robe think want like evaluate guy study turn hard become judge court like enjoy immensely,J
catch usually notice come innocently voice notice learn place discus would make better sense change something hold,J
clothes house thing non smoker family constantly frustrate know smell cigarette smoke leave j keep bottle febreeze car spray,J
slightlycrazed say rather something fix else like work people hate vicious circle,J
concentrate find pub friend pm want go another bar go home class next day want risk late know also apply get disquieted tell put together presenation topic choice one week notice panic email professor ask topic suggestion classmate shrug get even worried reply get whatever like presenation skill focus topic aargh get kick hand assignment way deadline feel good constantly nag mind right untill day due,J
know j schedule everything,J
general lee say entire year fit many four lesson one page cut corner eliminate needless word writting small instead save paper one side replete one side hoi polloi throw one side write write second side paper judging skill bear see good paper go waste,J
notice know thread reply mean theory,J
ibage say comment alike worry get effectual alike threat yes seriously sometimes take personal insult,J
organization careful planning essential life indecision fickle mind irritate much hate people concept time take forever affair,J
row wide enough allow two shelf book behind one,J
set off someone cancel plan minute suppose hang attend,J
eylrid say miss apostrophe bug haha regularly type chat without apostrophe capital stand people type u mix type perfectly coz seem uptight yep double standard one xd,J
new apologize faulty place post often test istj sure number overlap trait personality like intj istp intp suspect slant bit towards judger read thread want sure personally always punctual tend get annoy ppl late stick meet plan make although prefer organize structure usually lazy sometimes end mess finally although often plan thing way advance often forget neglect certain thing almost incapable keep schedule final deadline never problem though next mind routine tend get bored quite easily finally though always keep word commitment often like keep option open indecisive circumstance would j would neither p also sure delete leave sure n though look big picture end point often get catch detail often observe detail thing around pick learn something new read relatively easily problem learn theory practice say though dreamer although enjoy explore many possibility always prefer practical choice may split case since seem tendency side,J
know judger organize classify sort out every piece entertainment class enjoy,J
make doable plan coming day reassuring thing,J
sircansir say lol give much time im impatient see one care appointment could go mad leave entirely first minute wait happen recently lot im even judger something leave efficient fuck possiblities watch infinity war intj friend busy work lot night shift day sleep little use morning around meet another guy another guy whose type irrelevant girld hardly know happen one movie start intj sleep answer phone though usually go say would fact oversleep never answer phone bother guy hang u last minute change schedule couldnt find girl instead buy ticket wait inside possibly watch movie would sad leave swear go later learn intj make late watch isnt general j mostly stick plan actually late little patiance click expand extend date well woman unorganized like keep u wait late minute minute leave well,J
thguest say know judger sit waiting room see guilt rubix cube want go peel colored sticker arrange rubix organize complete cringe bad take sticker sticker shortest take part cube anyway take make worse okay life apart rearrange piece youtube take apart rubiks cube put back together still great cube stress piece eventually lead break best solve properly really lot easier learn people think matter memorize certain sequence move know little thinking require google solve rubik cube find many easy method plus unfinished free,J
forsakenme say picture oh god arrgh eye think mess look interesting also bright color pop,J
first imagine score j room mess organise packing material list trip US sort carry item make reservation restaurant map day best go disneyland hit know judger day trip want time study exam,J
essencia say ha notice thing j friend get either mean need stuff leave besides pack hard couple hour right couple hour packing list keep computer trip throw thing together minute really rush need stuff keep bag travel size toiletry make sure refill necessary part pack quickly,J
know judger unless exhaust really sleep absolutely conclusion satisfactory come something think day,J
sarahwilliams say answer project go on ever acceptable want smack people say angry,J
sidheblessed say know judger diary include appointment like Friday spontaneous follow list suggestion spontaneous activity wink sound like bit oxymoron spontaneously plan activity spontaneous sometimes help oneself laugh j type freak disorder irony preference order,J
go way ask people ahead time agree plan rest piece time come actually carry plan,J
know friend call text message email see anything go tonight weekend guy always somethng go exxj friend surreptitiously make design thing know design thing event,J
go mall p friend make decision want buy mall p friend change mind want another thing make book exit every building often visit always bring book prepare case emergency,J
first xj mean perfectionistic stubborn schedule second breathe outwardly display either thinking spirit function kinda intuiting sense function know judger care outward result decision making process spirit need arrange world around,J
forlanceabice funny p type bloody hell store though empathize suppose mother though less extreme ijs despite judgers percieving ip judge dominant,J
faery say early time time late ricky bobby ya first last,J
control chaos mess even desk know everything,J
imsofine say wow hahaha p way around,J
answer figure acceptable go ever along,J
plan maybe party thing even get bed look clock tell youself next hour assure hour plan lol,J
know j p friend get upset come something claim arrange week ago say want possibly something tuesday possibly watch film go pub ask question decide even come actual day decide something else instead story life unless people give kind tangible instruction count something actually go materialise often change mind last minute either want actually check people want come could actually come despite week ask,J
study exam find want read day amount time want reading plan read one page two half minute five minute break every half get oxygen make revision efficient nine favourite stick,J
always least minute late want minute early fall out figure happen time get away feel guilty nf arcminute thing,J
get annoy someone say way really leave house,J
know judger see one dvd alphabetical Order wonder hell on earth happen,J
wzp take say know judger people remark extensive neat large number note planner perceiver always shock lot uni mate whose course fill colourful neatly organise post note even write key word could never promissory note hop remember look something need,J
sticky jazz any longer,J
plan party fun important maybe party first thing dawn even get bed look clock tell youself succeeding hour add assure succeeding hour plan lol,J
hoi polloi tell call sick work actuality want mean solar day consider borderline sociopathic behavior,J
wedding see buffet line blood run cold seriously carrot carrot tomato tomato broccoli broccoli pickle well one correct least,J
forget one know j find pull weed flower bed time relax right intense workout garage,J
conversation two judgers go like ok let plan study time week math spanish day math spanish last one easy could finish within first week dedicate fully math get difficult agree would like make chart reckon stats subject print make annotation redact properly annotation solemn nod good idea work without sharpie tho,J
get super excite office max container store possible new way organize,J
cow someone want modify game plan last minute,J
araneae say play uno card organize color card one laughing,J
organize bookshelf least week girl art school somehow fit supply tiny box even pile crap order mean friend p know need,J
lie with know judger judge news someone use word judger,J
get mad irritated impatient raring p rile friend late day week matter planner calendar something keep plan,J
know judger timmy slack work,J
mnis say know judger rely plan accomplish anything comfort uneasy mind uneasy world perceiver walk warzone pick weapon walk back without ever fire shot proud judger try judge negative manner extraordinarily annoy saw post prior must mean judger friend,J
yea im totaly understand wife,J
last missive mbti watt second,J
know judger always feel borderline depress anxious know thing could go wrong,J
napoleptic say xp friend go buy ice cream somehow actually manage hold tongue finally choose point nearly shout yes finally middle grocery store die little inside say ooh let go check topping see people agree personally relate since happen either person take hour choose something like ice cream one push person choose quickly something hate like buy sock dear sigmund say freak loose planner favorite phrase need least week notice check put schedule never use planner life gift couple even buy one see either stay unused year become shopping list notebook biscuit say sleep relax messy room fix manage time well summer time come along indecisive everyday even sex come schedule feel comfortable unless plan also back plan something unpredictable happen immediately get mildly piss worry lot percievers understand come assignment homework early judger nag day get mind feel uneasy knowing could something easily instead relax fun everything create reason structure certain thing etc achieve feel satisfy work click expand intense wickedqueen say make list clothes schedule work purple monday red pink tuesday green blue wednesday brown black thursday yellow orange friday make plan everything daily life year plan know want next year step step plan achieve click expand jesus th woot linnifae say even though daughter live anymore rarely see messy car beg let clean stand thought mess exist anywhere world beg keep way even though know hopeless case sorry mom dad work mom p messiest person know darner say cross area fresh non touch immaculate snow make feel like criminal actually one thing look forward whenever snow season approach green girl say want write fresh sheet paper mess perfection nothing make happier scribble blank space fractal pterodactyl say know judger bear cross word note rather copy whole page actually note usually look something like unicorntopia say want something conflict previously make plan take minute reevaluate previous plan see plan adjust fit way pro con new propose plan previous plan decide whether adjust plan shock pyroscope say terrify scuttle away whisper like space cat say way earlier friend get piss one always time think something say actually say hope bias something doesnt go right devise plan solve petal stone say plan today rough plan activity tommorrow think make plan day tomorrow love list watch movie hero rush blindly forward fight villain without plan land trouble wonder idiot plan backup click expand sarahwilliams say answer figure go along ever acceptable sarahwilliams say get annoy wishy washy people decide thing even bother continue check thread since first page enough make seriously question typing wonder enneagram could cause though,J
listing listing,J
fern say plan movie night partner perceiver may add look playing time movie make detailed list soon agree film playing time later upon arrive theatre boyfriend ask want wan na see movie even list could get bite eat whatever want babe internally scream already tell want sad edit know judger know perceiver thread give tiny heart attack click expand totally wife get mad time hard change,J
feel need always offer unsolicited advice,J
actually catch in reality usually anyone else notice come shift first innocently voice thing notice learn place discus thing would make better sense change become something hold tongue,J
sire annoy wishy washy multitude decide thing,J
relieve oneself mind read book get fun want move sequence event anticipate latent need put order mind room everywhere get need reorganize something already organize feel could even organized gosh feel nightmare need read page book able put back library feeling satisfy want put consistency whole life till death try relieve oneself perfect letter pencil come draw title name whatever part reference font sans serif compulsively repeat list otherwise would messy read,J
quickly check time apace quite bit move quickly,J
eylrid say miss apostrophe bug haha chat apostrophe capital people type u mix perfectly coz seem uptight yep double standard one xd,J
make area fresh non touch immaculate feel cross snow like criminal,J
basicallyrun say nightmare forget procrastinate study take even involve test test anxiety guilt awful craziest part summer break thank feel normal haha,J
know j thing non smoker family constantly frustrate clothes not sprayer smell cigarette smoke leave house keep bottle febreeze car spray,J
froody blue gem say know judger always look clock dot start finish task token know judger prefer ever arrive half hour early one minute late have it off,J
pyroscope enounce terrify scuttle out know judger terrify p type,J
preempt beer buy tonight party might screwtop leave house put little bottle opener pocket case,J
plan everything way go form letter although might ocd,J
eylrid say mire skill,J
first imagine score j room mess organise packing list trip america sort carry item make bout reservation restaurant map day best go disneyland hit know judger day trip want time study exam turn,J
want deficiency smack people say angry wish,J
peer youtube care video watch one dislike like like order equal,J
silentshadow say top shelf school exceed relate book bottom shelf school relate book three shelf sort genre series connect author something common instance lord ring second shelf right wheel time series robert jordan triplet die halfway book brandon sanderson finish series wot brandon sanderson book mistborn trilogy elantris warbreaker fit spot series author end wot section basically meld together idea actually make sense even people see make much sense really weird organization pattern click expand make sense,J
ninjaws say even teacher start tell less strict lmao term long professor enjoy first year chill enjoy first year give reading list next year,J
extensive conversation plan head person follow script,J
percieve project percievers programme superior know alls since plan order live comfortably,J
close fire creative marketing director drop monthly sale forecast last minute rush door catch leave review data question end find serious pas forecast come close fire marketing director never know product turn creative piece work sometimes happen often finally brilliantly director company investor one many relieved brilliant one less person generate needless turmoil anxiety life vow dependable people life awhile begin creative idea,J
inspire reality say know judger afraid plan change disorganization death world come end know judger think end world argh plan also many thing list describe well,J
napoleptic ask bring offering lid offering container aluminum foil hahaha make sense,J
harpfluffy say know judger people church frequently quote matthew judge judge oh forget lovely verse applicable judgers john judge appearance judge right judgment guy matthew reason say church service anxious life shall eat shall drink body shall put life food body clothing matthew therefore anxious tomorrow tomorrow anxious sufficient day trouble peter cast anxiety care ask would say judger bit mi name think planner foreseer initiator uneasy live consciously premeditation would accurate whatever love people roud,J
plan move advance predict others go say react accordingly,J
judger mostly come play behavior much way feel often run later procrastinate leave thing messy lose item fail plan properly etc happen shrug really feel guilty like person ought big old thou shalt hang make j imho,J
gosh thread make even confused relate lose think late people like judger indecisive take long time choose ice cream like people kinesthetic learner like sensor head often oblivious walk perceiver like intuitive sort ocd lay back time take thing literally look hidden meaning patience thinking think use intuition wrong reading inaccurate info function personality weak lol,J
spade say know judger plan procrastination time friend call time tell busy love one,J
cerebro say yes exactly go class take min get always try hour something else come something end way think j dominantly intuitives time thought try conclusion relationship thing like eat tongue oh yes recently go miss breakfast realize lol inside head forget filter unimportant information lose thing,J
july mean buy at time christmas shop prison term,J
feel uneasy friend clear life plan suggest help make feel great tick everything daily thing list yearly weekly daily thing list addition diary calendar long term life plan keep folder long leave education recognise useful time label career health etc filing cabinet bedroom think one best purchase yet stay friday saturday night get work feel secretly delight,J
cremefraiche say saw post prior must mean judger friend critical judger friend yes also yes mean perceiver standard,J
handwrite look start like way rip page make mistake,J
araneae say start play seven rule turn one get tho logical thing organize card exactly much efficient,J
minute early time time late late happen,J
froody gem judger always clock dot finish task token know judger prefer hour early one minute,J
control freak order J right nictitate,J
find p type frustrating people come make decision plan commitment follow thing irony order accept oblivious gentle butterfly need leave decide detail let might drive crazy try get kind direct answer remain consistent unless course want take lead willing follow plan pretty much everything advance something organize schedule plan head someone go disrupt really unnerve learn adapt way see plan tentative alternative plan compensate hehe by all odds Blackbeard patience tolerance thanks p,J
see fault pretty often anything honor,J
happy felicitous little small perceiver browse thread wonder life judger like xd,J
lokkye schedule know say schedule everything schedule time schedule make j happy,J
start somebody bookshelf,J
want something conflict previously make plan take minute reevaluate previous plan see plan adjust fit way pro con new propose plan previous plan decide whether adjust plan,J
let borrow something give back damage vow never ever ever ever ever ever,J
new apologize wrong place post often test istj sure number overlap trait personality like intj istp intp suspect lean bit towards judger read thread want sure personally always punctual tend get annoy ppl late stick meet plan make although prefer organize structure usually lazy sometimes end mess finally although often plan thing way advance often forget neglect certain thing almost incapable keep schedule final deadline never problem though next mind routine tend get bored quite easily finally though always keep word commitment often like keep option open indecisive circumstance would j would neither p also sure delete leave sure n though look big picture end point often get catch detail often observe detail thing around pick learn something new read relatively easily problem learn theory practice say though dreamer although enjoy explore many possibility always prefer practical choice may split case since seem tendency side,J
end need remind perceiver get stuff instead,J
finish start sometimes people start something bring citizenry tongue,J
actually attempt latterly create,J
biscuit say sleep relax messy room fix manage time well summer time come along indecisive everyday even sex come schedule feel comfortable unless plan also back plan something irregular happen immediately get mildly piss headache lot percievers understand come assignment homework early judger nag day get mind feel uneasy knowing could something easily instead relax fun everything create reason structure certain thing etc achieve feel satisfy work click expand fucking real,J
kinkooppa say love life anyone else constantly assess category personality group people people also imagine step need take get know order sometimes go far make detailed mental list thing would get life order situation,J
darner say start pack trip three even day departure finally confirm roomate indeed j already start pack engorge away leave university summer two week laugh figure engorge probably gain ground need pack may forget altogether later,J
espy feel could totally ben undercover spy fbi cia mi mi friend count come plan plan next day ahead go sleep,J
dread dinner conversation intp sister neither make mind care want eat b want go place list make mind take table try one time end cost like frikkin go aw foot stay,J
point out get laid thread reply mean theory,J
nearlyharmless say want completely reorganize restructure remove entire thread mbti forum could better misterjordan,J
napoleptic say know judger write awkwardfamilyphotos com marney know fabulous thanksgiving dinner make need ask help bring something complete meal truly appreciate offer assist meal preparation quite sense humor joke around time could serious provide thanksgiving instruction order particular delight perform task exactly request read portion carefully ask bring offering container lid bring offering container lid aluminum foil ask bring serving spoon dish bring serve spoon soup spoon delight forget anything food cook already prepared bring hot ready serve warm room temp three option anything mean serve cold course already cold turnip casserole lid serve spoon delight fill casserole way top bring forth messy know may come bit surprise u hate turnip feel like fee army two half gallon ice cream one must vanilla care one store brand delight see ad morning hagan daz peppermint bark ice cream yum pressure though topping ice cream case bottled water gallon brand ok green bean asparagus casserole lid serving spoon make green bean delight prepare four pound make asparagus delight prepare five pound wish prepare soupy sauce cheese know mike light sprinkling toasted nut pancetta evoo would nice way jazz case beer choice coors light corona bottle clos du bois chardonnay let know bring prior lisa married woman require contribute adult level bring hors ouvres helpful hint suggestion keep light non fill cocktail sauce bean kind think best bet would platter fresh veggie dip huge platter mind e plastic platter supermarket stuffing casserole serve spoon delight make stuffing sans meat qts mashed squash casserole lid serve spoon proscuitto pin wheel delight stick recipe need bring plate pie knife lb mash potato casserole serve spoon delight use size blue serve dish use last year make large batch one two thing put half mash regulation size casserole lid put half plastic container replenish use two regulation size casserole dish lid one serve spoon need bottle clos du bois chardonnay even bother never read pumpkin pie pie dish delight use silver palate recipe knife need apple pie pie dish use recipe knife need look forward th marney click expand read stuff like make cringe people damn picky much possibility j,J
try relax try backbreaking homework teacher scarce glimpse yet end get waste time,J
start bookshelf cry else reorganise kitchen somebody,J
make list clothes schedule make for purple monday redness pink tuesday green blue wednesday brown black thursday yellow orange friday make plan everything daily life year plan know want next year step step plan achieve think act systematical order,J
village idiot say hanice try say friend friend paragraph sub section state intj shall friend post fact friend post sure subtle way suggest intj make implication think go notice evil planner usual want conquer world pet black multitude obnoxious evil doer cat aware every statement people pay revenge charge positron emission tomography world power,J
even teacher start less strict tell,J
cdo dont ocd,J
kinship kick act like mother partner,J
rather disorganize least want organize,J
cremefraiche tell oh mean value insult know little balance good everyone try attest fact overbear sometimes tell thinking act thing try tell insult know make statement since multiple meaning yeah u perceiver quintessential act think type,J
relaxing go flow mean plan plan watch menses time tongue,J
organize shelf daily routine somewhere even blogger planner even offer help organize dead body,J
never come time always minute earlier,J
do be after make doable plan coming day reassuring thing,J
feel personally offend attack soul someone deadline know time bullet point list amount try write poetry come propaganda take compliment call fascist chest tightens someone mention something could instead,J
notice know thread live possibility reply mean theory,J
