,text,type
8420,someone tell something hilarious work hall close people door try drown boisterous laughter,E
8421,someone tell work people close door drown laughter,E
8422,brian say know offend article mbti facebook say article succeed workplace noisy coworkers human relationship article infp intp infj hardly estp enfp esfp entp estj etc etc unfair opinion click expand yeah internet like avenge haha find lot blog also misrepresent,E
8423,brian say know offend article mbti facebook say article work succeed workplace noisy coworkers relationship article infp intp infj hardly estp enfp esfp entp estj etc etc unfair opinion click expand yeah internet luck like revenge haha find lot blog also misrepresent,E
8424,brian say know offend entp mbti facebook say article succeed workplace noisy coworkers relationship article infp intp infj hardly estp enfp esfp article opinion etc etc unfair estj click expand yeah internet like revenge haha find lot blog also misrepresent,E
8425,say know offend article facebook article succeed noisy coworkers article infp intp enfp esfp entp estj etc etc unfair opinion click expand yeah internet lot also misrepresent,E
8426,dark alone wrick radio television receiver youtube music pod music fall asleep,E
8427,dark alone turn radio tv youtube fuel pod medicine music pod music fall asleep,E
8428,radio alone turn dark tv youtube music asleep music fall pod,E
8429,dark alone tv music pod music fall,E
8430,walk approximately sombrero coonskin hat rainbow color afro santa hat groucho ice,E
8431,walk around sombrero Sombrero coonskin hat rainbow color just about afro santa hat groucho glass,E
8432,coonskin around rainbow walk hat sombrero color afro santa hat groucho glass,E
8433,around sombrero hat rainbow color santa glass,E
8434,way nonplus energy level back normal winter summer break stay local starbucks 60 minutes lol,E
8435,way get indorse energy level back normal winter summer break stay local father starbucks hr lol,E
8436,way get starbucks level back normal lol summer break stay local energy hr winter,E
8437,energy level back normal winter break stay local starbucks hr,E
8438,uranium detest people stop talk unless course conversation esfp love talk,E
8439,u citizenry hate people stop talk unless course people conversation esfp love talk,E
8440,people course u stop talk unless hate conversation esfp love talk,E
8441,u hate stop talk unless course esfp,E
8442,often forget hoi polloi feel non-living alone,E
8443,non-living often forget tactile property people feel inanimate alone,E
8444,forget often people feel alone inanimate,E
8445,often forget people feel inanimate alone,E
8446,brian say know offend article mbti facebook say article succeed workplace noisy coworkers relationship article infp intp infj hardly estp enfp esfp entp estj etc etc unfair opinion click expand opinion always felt like outlook consider orientation need space alone time lot understand need express outwardly work bank vault currently lot sensor get get car yell blast music esfp roomie always felt like less gain energy people relieve tension think actually sort villainized article loud obnoxious worst case dumb think would article convey message orientation allow express way need,E
8447,brian say know offend article mbti facebook say article succeed workplace noisy coworkers relationship article infp intp infj hardly estp shell out enfp esfp entp estj etc etc unfair opinion click expand opinion always felt like expectation consider orientation need space alone time lot understand need express outwardly work bank vault currently lot sensor unjust get get car yell blast music esfp roommate always felt like less gain energy people relieve tension think actually sort villainized article loud obnoxious worst case dumb think would article convey message orientation allow express way need,E
8448,brian say know express article mbti facebook say article succeed workplace esfp coworkers relationship article infp intp infj hardly estp enfp noisy entp estj etc etc unfair opinion click expand opinion always felt like expectation consider orientation need space alone time lot understand need offend outwardly work bank vault currently lot sensor get get car yell blast music esfp roommate always felt like less gain energy people relieve tension think actually sort villainized article loud obnoxious worst case dumb think would article convey message orientation allow express way need,E
8449,brian say know offend article facebook say article succeed workplace coworkers relationship intp infj hardly estp enfp estj etc etc unfair opinion felt like consider orientation need alone time lot understand need outwardly work bank vault currently lot sensor car blast music esfp roommate felt like less gain energy people tension think actually sort villainized article loud obnoxious worst dumb think would article convey orientation allow express way need,E
8450,like system rig really hard crash course consider impression sensitive accuse approach people like say real attempt understand u,E
8451,like U system rig really hard crash course consider feeling sensitive accuse attack people like order say real attempt understand u,E
8452,like system feeling really hard crash understand consider rig sensitive accuse attack people like say real attempt course u,E
8453,rig really hard crash consider feeling sensitive attack say attempt u,E
8454,u erotic love annoy Hades others,E
8455,u love annoy have a go at it hell others gravel,E
8456,love u hell annoy others,E
8457,u love annoy hell,E
8458,hoi polloi just about time mind,E
8459,people around close to time citizenry mind,E
8460,around time people mind,E
8461,people around time mind,E
8462,need eat sleep lot people around people excite feel entp though easily bore se si gang talk,E
8463,parcel out need eat sleep southeastward lot people around people energized feel entp though easily bore se si crowd talk,E
8464,need around sleep lot people talk people energized feel entp though easily bore se si crowd eat,E
8465,need eat lot people around people energized feel though se si talk,E
8466,tally bare beach scar old lady child,E
8467,run naked beach scar old lady child feed,E
8468,beach scar run naked old lady child,E
8469,run naked scar old lady child,E
8470,either scared resent shyly desire champion,E
8471,either scared bashfully resent shyly want friend,E
8472,resent scared either want shyly friend,E
8473,scared shyly want friend,E
8474,have sex first thing think buy domiciliate throw domiciliate warm party,E
8475,know first thing think buy company house reckon throw house warm party,E
8476,know first throw think warm house thing house buy party,E
8477,know thing warm party,E
8478,confirm cobalt worker work call radio infant lol,E
8479,coddle confirm co worker work call radio baby lol wireless,E
8480,radio co worker work call baby confirm lol,E
8481,work call radio baby lol,E
8482,reaction wild antic range admiration amusement green-eyed monster slue embarrassment blush,E
8483,reaction wild antic range admiration savage amusement jealousy slue sheer embarrassment blush,E
8484,reaction wild antic sheer admiration amusement blush range embarrassment jealousy,E
8485,wild antic admiration amusement jealousy sheer,E
8486,annoy stress enthusiasm life stand thought alone thirst involvement social group beyond net seem miss social group primarily make notice say group miss liveliness aura without verbalize one person evening feel sane,E
8487,annoy stress enthusiasm life stand thought alone thirst involvement social group beyond internet seem miss chiefly social group sociable primarily make notice say group miss liveliness aura without talk one person evening feel sane,E
8488,annoy stress alone life stand thought enthusiasm thirst involvement social group group internet seem miss social beyond primarily make notice say group miss liveliness aura without talk one person evening feel sane,E
8489,stress enthusiasm stand thought alone thirst social group internet seem social group primarily make group miss liveliness aura without talk person feel sane,E
8490,kcfox enounce annoy stress enthusiasm life happen break of the day wink,E
8491,kcfox say annoy rag stress emphasise enthusiasm life happen morning wink,E
8492,kcfox say annoy stress enthusiasm morning happen wink life,E
8493,kcfox say annoy life happen morning wink,E
8494,call everyone spill the beans latterly laundromat sit option sent sph l use tapatalk,E
8495,call everyone talk recently laundromat sit option late sent sph l use tapatalk utilization,E
8496,call everyone talk recently laundromat sent sph sit option l use tapatalk,E
8497,everyone talk recently laundromat sit option sent sph l use tapatalk,E
8498,perhaps timid enfp,E
8499,possibly maybe shy enfp perchance,E
8500,enfp maybe shy,E
8501,shy enfp,E
8502,feel like moldiness fill gap silence immediatly say yes party invite bodily process home alone hour day others yet feel lonely within hour two,E
8503,feel political party like must fill gap silence immediatly say yes party invite activity home alone hour day others yet feel lonely within tempt hour two,E
8504,feel like must fill gap silence immediatly say yes party invite activity alone home hour day others yet feel lonely hour within two,E
8505,feel like must gap silence immediatly yes party activity home day hour two,E
8506,ask acquaintance awry lot p nothing,E
8507,P ask friend dole out wrong lot p nothing,E
8508,ask friend lot p wrong nothing,E
8509,ask wrong p,E
8510,know extavert would rather go burnt umber shop study some people rather stay home alone,E
8511,sooner know extavert would rather the great unwashed go coffee shop study around people rather stay home alone,E
8512,know extavert coffee rather go would shop around study people rather stay home alone,E
8513,know would rather coffee shop study around rather alone,E
8514,get into thread in the main one write something thread,E
8515,enter unmatched thread mainly spell one write something thread,E
8516,thread something mainly one write thread enter,E
8517,enter thread mainly one write something,E
8518,new idea target share person also feel strong emotion talk person,E
8519,new idea object flavor share someone also feel strong physical object emotion talk someone,E
8520,new strong object share also someone feel idea emotion talk someone,E
8521,new idea emotion talk someone,E
8522,dropdeaddollface say new idea target share someone also feel strong emotion talk someone feel same sometimes think hmm,E
8523,dropdeaddollface say new let the cat out of the bag idea object share someone also feel strong emotion objective talk someone feel like sometimes think hmm,E
8524,dropdeaddollface say new idea object share feel also feel talk emotion strong someone someone like sometimes think hmm,E
8525,dropdeaddollface new object share someone feel strong emotion talk feel like sometimes think hmm,E
8526,come home empty-bellied house take a shit instantly want go,E
8527,come home empty house lack household make instantly want go,E
8528,come home empty go instantly make want house,E
8529,come empty house make want go,E
8530,dropdeaddollface say new idea object share someone also feel strong emotion talk someone haha true one thing hate many great idea Night everyone asleep one talk particular thing gr sure need sometimes nonrational least feel,E
8531,dropdeaddollface say new idea object share someone also talk of the town feel strong emotion talk tone someone haha true one thing hate many great idea night everyone asleep one talk particular thing gr sure need sometimes visceral least feel,E
8532,strong talk new idea object share someone also feel dropdeaddollface emotion talk someone haha true one thing hate many great idea night everyone asleep one say particular thing gr sure need sometimes visceral least feel,E
8533,object share also talk someone hate great idea night everyone one talk particular thing gr sure need visceral least feel,E
8534,much filter way would let everyone make love stand also process thing verbally outside lead odd manic episode march around dark ramble,E
8535,much filter way would let everyone know stand also process thing verbally outside lead odd manic episode march around stray manner night ramble,E
8536,odd filter way would let everyone know stand episode process thing verbally outside lead much manic also march around night ramble,E
8537,much would everyone know stand also process verbally outside lead odd manic episode march around night ramble,E
8538,complain booster facebook lonesome bore,E
8539,complain friend facebook lonely plain bore Quaker,E
8540,friend lonely facebook complain bore,E
8541,friend lonely bore,E
8542,have it away alternative have it away thread like ten time many answer gon na go friend hour thus allow time help place reach number much,E
8543,know alternative know thread like ten time many reply gon na respond go friend hour thus allow time help place reach number identification number much,E
8544,like alternative know thread know ten time many reply gon na go friend allow thus hour time help place reach number much,E
8545,know know thread like many reply gon go time help reach number much,E
8546,force exclude bit around reaally friend get formulate problem know vent advice ask way otherwise undergo horrific frustration,E
8547,snatch force shut bit around reaally friend get word problem know vent advice ask way otherwise undergo terrible horrific frustration,E
8548,force shut bit around reaally friend get word problem otherwise vent advice frustration way know undergo horrific ask,E
8549,shut bit around friend get problem know advice ask way otherwise undergo horrific frustration,E
8550,king prize say come home empty house make outright want go roommate like haha go out esxx thing though sent l use tapatalk,E
8551,king prize say come home empty house make instantly in a flash want forthwith go roommate like haha see esxx thing though sent l use tapatalk,E
8552,king prize say come empty home see make instantly want go roommate like haha house esxx thing though sent l use tapatalk,E
8553,king prize say come empty house make want roommate like haha see esxx thing though sent l use tapatalk,E
8554,hyperactive mislay head look mirror surprisal mean get mislay moment feel body mere vessel forget shock see look back,E
8555,mo hyperactive lose blank out head look mirror surprise mean get lose moment feel body mere vessel forget shock see look back,E
8556,mean look head look mirror surprise hyperactive get lose moment feel body mere vessel forget shock see lose back,E
8557,hyperactive lose head look mirror surprise get lose moment feel vessel forget shock see look back,E
8558,alone longsighted without liaison,E
8559,alone long physical contact without touch contact,E
8560,alone long without contact,E
8561,alone long without contact,E
8562,know summertime time get people together summertime without precious upshot roud,E
8563,know summer summertime time cute get people together summertime without precious event roud,E
8564,get summer time event people together summertime without precious know roud,E
8565,know summer get people summertime without event roud,E
8566,get completely mummy like people family morethan week yield walk of life city feel like fresh energy longs,E
8567,get whole completely long mummy like people family morethan week take walk city feel like fresh energy longs,E
8568,get morethan mummy like feel family completely week take walk city people like fresh energy longs,E
8569,get mummy people week take walk city feel like fresh energy,E
8570,know well-to-do verbalize complete stranger best friend,E
8571,know easy Quaker talk complete full stranger best friend,E
8572,know easy talk stranger friend best complete,E
8573,know talk complete,E
8574,everyone else want XTC nursing home come random idea keep night alive,E
8575,everyone celebrate else want go home come random idea keep place night alive,E
8576,everyone else want go home come random idea keep night alive,E
8577,everyone else want go home come random keep night,E
8578,recall introversion genial disorder,E
8579,think introversion mental infolding disorder intussusception,E
8580,think introversion mental disorder,E
8581,think introversion disorder,E
8582,chest articulate recall introversion mental disorder stupid,E
8583,chest say enjoin think introversion mental stunned disorder stupid,E
8584,think say chest mental introversion disorder stupid,E
8585,chest say mental disorder stupid,E
8586,fern enounce stupefied joke hey remember hate gut,E
8587,fern say stupid joke hey bowel stupefied remember hate gut,E
8588,fern joke stupid say hey remember gut hate,E
8589,fern stupid joke remember hate gut,E
8590,queen multitasking come thousand idea want every single one talk fast people feeling need catch breath either thing bust people want whirl bed home like fun begin,E
8591,queen multitasking come thousand idea want every single one talk fast get down people feel need catch breath either thing playfulness bust people want go bed home like fun begin,E
8592,queen multitasking come thousand idea want every single one talk fast people feel like catch breath either people bust thing want go bed home need fun begin,E
8593,queen come thousand every single one feel need catch thing bust people go bed like fun begin,E
8594,really send series text like break work come hang break come hang leave hour alone answer phone god yay come asap already alone minute annoy know hour alone break would go back work depressed tire worst take off come across really intense annoy time,E
8595,actually send series text like break work commit come hang break come hang leave hour alone answer phone god yay come asap already alone minute annoy know hour alone break would go back work depressed tire worst part come across really Supreme Being intense annoy time,E
8596,actually send series text like break work come hang break come yay leave minute alone answer phone god hang come asap already alone hour annoy know hour alone break would go back work depressed tire worst part come across really intense annoy time,E
8597,actually send series text work come break hang hour alone answer phone god yay already annoy know hour alone break go work tire part across intense annoy time,E
8598,come plate work desperate talk day walk bedroom friend lie bed together plonk bed begin jaw without second hesitation whatispersonalspace,E
8599,come home work desperate talk day walk wavering bedroom seminal fluid friend lie bed together plonk bed begin chat without second hesitation whatispersonalspace,E
8600,hesitation home bedroom desperate talk day walk work friend lie bed together plonk bed begin chat without second come whatispersonalspace,E
8601,come home work desperate talk day bedroom lie plonk bed begin without hesitation whatispersonalspace,E
8602,v,E
8603,v,E
8604,v,E
8605,v,E
8606,funny stereotype still exist believe everyone seem think lull shy calm peaceful dare talk stranger afraid shy kind hate small talk maybe bc mom infj yeah would say join small talk min prefer alone people something interesting talk sorry ghehe also kind love thing love also thing love love study socialize deep conversation go club lull time room v join group nice time,E
8607,funny stereotype still exist believe everyone seem think quiet shy calm peaceful dare talk stranger afraid shy kind hate small talk maybe bc mom infj yeah would say join small talk min prefer hushed alone people something interesting talk sorry ghehe also kind love thing love also thing love love reading socialize deep union conversation go club quiet time room v join group nice time,E
8608,funny stereotype still exist believe everyone seem think quiet shy calm peaceful dare talk stranger afraid shy kind hate small reading maybe bc mom infj yeah would say join small go min prefer alone people something interesting talk sorry ghehe also kind love thing love also thing love love talk socialize deep conversation talk club quiet time room v join group nice time,E
8609,stereotype believe everyone calm peaceful dare talk afraid shy kind hate small talk bc mom infj would join small talk prefer alone people something talk sorry ghehe kind love love thing love reading deep conversation go quiet room v join group nice time,E
8610,probably moderately allthelittlelights stereoptypes genial extreme discussion topic bore reverie appear people bore,E
8611,probably moderately allthelittlelights stereoptypes kind extreme discussion topic bore daydream appear genial people sort bore,E
8612,bore moderately allthelittlelights stereoptypes people extreme discussion topic bore daydream appear kind probably,E
8613,probably allthelittlelights stereoptypes extreme discussion people bore,E
8614,hm conversation home alone talk shit expect everyone listen proceed outside goddamn reason meet newly people speak year old gran life talk dog derp meowkins,E
8615,hm conversation home alone international talk shit expect everyone go after listen go outside goddamn reason meet new people speak year old gran life talk dog derp meowkins,E
8616,hm conversation home alone talk shit expect everyone meet go outside goddamn reason new listen people speak year old gran life talk dog derp meowkins,E
8617,hm conversation home alone listen outside goddamn people speak year old gran life talk derp meowkins,E
8618,Quaker someone facebook meet brief menses time,E
8619,friend someone abbreviated facebook meet admirer brief period time,E
8620,friend meet facebook someone brief time period,E
8621,facebook brief time,E
8622,fractal pterodactyl say friend mortal facebook fulfill brief period time friend everyone ever fulfill,E
8623,fractal pterodactyl say friend fourth dimension someone facebook meet brief period time friend everyone ever meet,E
8624,fractal pterodactyl say friend someone period meet brief facebook time everyone friend ever meet,E
8625,fractal pterodactyl say friend someone facebook meet brief period time friend everyone ever,E
8626,booster throw house party perpetually one kick last,E
8627,friend throw hold out concluding house party always one kick last,E
8628,friend throw kick party always house one last,E
8629,friend throw house party one kick,E
8630,incur extraverted previously confuse definition storm happy definition probably mean,E
8631,find felicitous extraverted average previously confuse definition surprised happy definition probably mean,E
8632,mean extraverted previously confuse definition surprised happy probably definition find,E
8633,find extraverted previously confuse happy definition mean,E
8634,take personality prove share result everybody screw,E
8635,parcel take personality test share result ask everybody know,E
8636,take personality test everybody share result know,E
8637,take personality share result,E
8638,go social upshot fun say social upshot come home talk admirer family social upshot kick room house space,E
8639,go social event fun say social event outcome come upshot home talk friend family social event kick room house space,E
8640,go social event fun kick social event come home talk say family social event friend room house space,E
8641,go social event fun event come home talk friend social room space,E
8642,patois unleash,E
8643,relax bank cant loose,E
8644,cant loose,E
8645,loose,E
8646,everyone around boring fudge die go something halloween inside could outdoors dress like onpu segawa i night socially acceptable,E
8647,everyone around satisfactory boring fudge die go something halloween indoors could outdoors dress like onpu segawa one Halloween night socially acceptable,E
8648,halloween around boring fudge die go something everyone night could outdoors dress like onpu segawa one indoors socially acceptable,E
8649,everyone boring could dress one night,E
8650,extremum duple posting,E
8651,extreme double forked fork-like posting,E
8652,posting extreme double,E
8653,extreme,E
8654,actually know difference act loud obnoxious love fellow extremely dislike one affair people notice sport quirky behaviour,E
8655,exceedingly actually know difference act loud obnoxious love fellow extremely dislike one thing objectionable people notice fun quirky behaviour,E
8656,actually know difference act loud extremely love fellow obnoxious dislike behaviour thing people notice fun quirky one,E
8657,actually know act love one people notice fun quirky behaviour,E
8658,people severalise talk practically,E
8659,people tell mass spill the beans talk much,E
8660,much tell people talk,E
8661,people tell much,E
8662,joggle alike energizer bunny group people,E
8663,jiggle like chemical group energizer bunny group chemical group people,E
8664,bunny energizer like jiggle group people,E
8665,energizer bunny group people,E
8666,cant articulate how-do-you-do friend instead must articulate gretings,E
8667,allege cant say hullo hello friend instead must say gretings,E
8668,cant hello say friend instead must gretings say,E
8669,say hello instead must say gretings,E
8670,alone feel kind dull bit daze talk citizenry sharper listen becomes want continue,E
8671,alone feel kind feeling dull bit daze talk people sharper mind becomes want become continue,E
8672,mind feel kind dull bit becomes talk people sharper alone daze want continue,E
8673,alone kind dull bit talk people sharper mind becomes want continue,E
8674,know make idea easier understand play play say win choose play team probably enjoy game require teamwork challenge others game motivate others general also need meet face face get laid dress kind activity sometimes activity dress act slimier preform show preform alone others connect people something enjoy time great part team find place confidently say go,E
8675,know make idea easier understand play play say win choose play team probably enjoy game require teamwork challenge others game motivate others general also need meet face face love dress kind masses activity sometimes activity dress act slimier preform show citizenry preform alone others connect people something enjoy time great part team find place confidently say belong,E
8676,easier make idea others understand play play say win choose play team probably enjoy game require teamwork challenge know game motivate others general also need meet face face love dress kind activity sometimes activity dress act slimier preform show preform alone others connect people something enjoy time great part team find place confidently say belong,E
8677,know make idea easier understand play play say probably enjoy teamwork challenge others game motivate general also meet face love kind activity sometimes activity dress slimier preform preform others something enjoy great part team find place confidently,E
8678,lose motivation protrude circle around house frustrate see anyone two Day,E
8679,lose deuce motivation start circle around house frustrate II see anyone two day,E
8680,day motivation two circle around house frustrate see anyone start lose,E
8681,lose circle see two,E
8682,every night week volume social activity probably invent use charisma invite people something night life over,E
8683,every night week book social dispatch activity probably invent use charisma invite people something night nighttime life complete,E
8684,social night week book every activity probably night use charisma invite people something invent life complete,E
8685,night book activity probably invent use charisma people something complete,E
8686,soul invite party shew people,E
8687,political party someone masses invite party show people,E
8688,people party invite show someone,E
8689,someone invite party,E
8690,charisma get by affront someone influence meet chock innocent joke offer job immediately afterwards,E
8691,charisma revilement get away insult someone influence meet chock innocent joke offer by job immediately afterwards,E
8692,charisma get away insult someone influence meet chock offer job innocent joke immediately afterwards,E
8693,charisma insult influence meet innocent joke offer job immediately,E
8694,always go crazy only partner off day,E
8695,always go crazy alone couple day mean solar day expire,E
8696,always couple crazy alone day go,E
8697,go crazy,E
8698,adventrafreedom say ever go crazy alone couple day guess easy way spot someone ask two day alone would feel care vacation feel care hell envy alone time,E
8699,adventrafreedom say always go crazy alone couple day guess easy way spot someone ask two day alone would feel like unequaled flavour vacation feel like hell envy alone time,E
8700,adventrafreedom say always go crazy alone couple day guess easy way spot someone ask two day alone would feel like vacation feel like hell envy alone time,E
8701,adventrafreedom say always crazy couple day easy way spot someone ask day alone like like hell envy alone,E
8702,morning say guess easy way spot someone ask two day lone would feel like vacation feel like hell envy lone time yeah easy way would feel like vacation first need adventure kind tend introverism love lone time well,E
8703,morn say person guess easy way spot someone ask two day alone would feel like vacation feel like hell envy alone time read yeah easy way would feel like vacation first need adventure kind tend introverism love alone time well,E
8704,morn say guess easy way spot someone like two day alone would feel need vacation feel ask hell envy alone time yeah easy way would feel like vacation first like adventure kind tend introverism love alone time well,E
8705,say someone day alone would like vacation like hell envy alone yeah easy way feel like first adventure kind tend introverism love alone time,E
8706,yes circle judgement fuck pleasure huh,E
8707,yes circle mind fuck joy roach circle huh,E
8708,circle yes mind huh joy fuck,E
8709,yes mind fuck joy,E
8710,want aver good morning unusual,E
8711,want say good order morning stranger sound out,E
8712,stranger good say morning want,E
8713,want say good stranger,E
8714,police bash door inform reach speech trammel,E
8715,police knock range door inform run reach speech limit,E
8716,limit knock door inform speech reach police,E
8717,police knock reach speech,E
8718,remember plenty,E
8719,plenitude think plenty enough,E
8720,think enough,E
8721,think enough,E
8722,mail service personalitycafe mail service year one and only know,E
8723,position post personalitycafe stance post year one know,E
8724,know one post year personalitycafe post,E
8725,post personalitycafe post year one,E
8726,constantly share much talk much immediately think oh crap ever shut contact friend start wonder bother devil one talk time spend together smother day ago still wonder,E
8727,constantly share much talk much immediately think oh crap ever shut meet friend start wonder bother annoy vex one talk time spend together smother day ago still admiration wonder,E
8728,constantly talk much talk much immediately think oh crap ever shut meet friend start wonder day annoy one share time spend together smother bother ago still wonder,E
8729,constantly share oh ever meet friend start wonder one talk spend together smother day still wonder,E
8730,C day time stay put dreadful,E
8731,metre snow day dire time stay dreadful,E
8732,dreadful snow time stay day,E
8733,snow day time stay,E
8734,idk im lol,E
8735,idk im lol,E
8736,im lol idk,E
8737,idk im lol,E
8738,even out firmly affirm similar nobody home real heaven,E
8739,correct firmly affirm comparable substantiate like nobody home real heaven,E
8740,correct affirm firmly like heaven home real nobody,E
8741,correct firmly affirm like nobody home heaven,E
8742,missleana say constantly share much talk much immediately think oh crap ever shut meet admirer start wonder bother annoy one talk time spend together smother day ago still wonder dog expand think well start blab tech go hour always analyze whether interrupt conversation partner much,E
8743,missleana say constantly share much talk much immediately think oh crap ever shut meet friend start wonder bother annoy one talk time spend together smother day forever ago still wonder click expand think well start blab tech go hour always analyze whether interrupt conversation partner much pass,E
8744,missleana say constantly shut much talk much immediately think oh crap ever share meet friend start wonder bother annoy ago talk time spend together smother day one still wonder click expand think well start blab tech go hour always analyze whether interrupt conversation partner much,E
8745,say constantly share much talk much immediately think oh crap meet friend start bother one talk spend together day wonder click expand tech go hour always analyze whether interrupt partner,E
8746,desire talk friend people romantic pastime feel might annoy,E
8747,want deprivation talk friend people romantic interest feel might privation annoy,E
8748,romantic talk friend people want feel interest might annoy,E
8749,want talk people romantic interest might annoy,E
8750,experience x substantially positive social interaction even interaction involve pay food,E
8751,feel x better positive fundamental interaction social interaction even interaction involve pay food fundamental interaction,E
8752,feel food better positive social interaction even interaction involve x pay,E
8753,feel x better social interaction even involve food,E
8754,get depress alone day even hour somedays frustrate really depressed yeah miss Holy Scripture atm tongue depressed,E
8755,get depress alone demoralize day even hour somedays frustrate really depressed baffle yeah lose word atm tongue depressed,E
8756,get depress even day alone hour somedays word really depressed yeah lose frustrate atm tongue depressed,E
8757,depress alone day even hour somedays really depressed word atm tongue depressed,E
8758,dwelfusius say make up firmly affirm like nobody home real heaven well yeah think alone really dreadful home alone atm cry sometimes nice long move crazy laughing,E
8759,dwelfusius croak say correct firmly affirm like nobody home real heaven well yeah think alone really dreadful home alone atm guess cry sometimes nice long go crazy laughing,E
8760,alone say correct firmly affirm like nobody home real heaven well yeah think alone really crazy home dwelfusius atm cry sometimes nice long go dreadful laughing,E
8761,dwelfusius correct firmly like nobody home real heaven well yeah think alone really dreadful home alone atm cry sometimes nice crazy,E
8762,get have well,E
8763,get down get bore puzzle easily,E
8764,bore easily get,E
8765,get bore,E
8766,manofadventure say spend Day inside dominant function tertiary talk inanimate object creature alone basically cant alone also someone around think great esfp always mind something always adventure,E
8767,manofadventure say spend stake day inside dominant function roughly tertiary talk inanimate object animal alone basically cant alone also someone around think great esfp always mind something always adventure,E
8768,manofadventure mind spend day inside dominant function tertiary talk inanimate object say alone basically cant alone also someone around think great esfp always animal something always adventure,E
8769,manofadventure day inside function talk inanimate animal alone cant alone also someone around great esfp always something always adventure,E
8770,ur sass r still open the great unwashed around u say honey please shut kitteh,E
8771,ur mouth r delight still the great unwashed open people around u say honey please shut kitteh,E
8772,say mouth r still open people around u kitteh honey please shut ur,E
8773,ur mouth around u,E
8774,deniss garcia come superfluity talk a good deal oops,E
8775,tattle deniss garcia come embarrassment talk much oops peach,E
8776,deniss garcia talk embarrassment much come oops,E
8777,oops,E
8778,serve right away change serve still speak,E
8779,answer right away change modify do answer still speak,E
8780,answer answer still modify right away speak,E
8781,answer right answer still,E
8782,spend a great deal time on-line make feel like loser tongue,E
8783,spend prison term much time meter online make feel like loser tongue,E
8784,spend feel time online make much like tongue loser,E
8785,much time feel like tongue,E
8786,create something really lofty feel need show everyone love,E
8787,create something really proud majestic feel need show everyone know spirit,E
8788,create something feel really proud need show everyone know,E
8789,something really proud everyone,E
8790,wow lot enxxs thread find silence unmanageable appreciate compare friend take in talk basically whole time blush really mind big crowd even come place probably biggest one take in way,E
8791,wow lot enxxs thread find silence difficult appreciate compare pull in friend realize talk basically whole time blush really mind big crowd even come place agnise probably biggest one realize way,E
8792,wow lot enxxs thread come silence difficult appreciate compare friend realize talk basically whole time blush even mind big crowd really find place probably biggest one realize way,E
8793,wow lot find difficult appreciate compare realize whole blush really mind big crowd come place probably biggest,E
8794,spend time someone really quiet whatever reason time feel uncomfortable start talk like waterfall minute well ex know make cosplay buy fabric much spend dry call hyperactive able sit still feel comfortable shop assistant someone like start laugh around friend stand next feel really uncomfortable,E
8795,capable spend time someone really quiet whatever reason time feel uncomfortable start talk like waterfall moment well ex know make cosplay buy fabric much spend dry call hyperactive able sit still feel comfortable shop assistant someone like start joke around friend calm down stand next feel really uncomfortable,E
8796,make time someone really quiet whatever reason time feel uncomfortable start talk like waterfall moment well ex know spend cosplay buy fabric much spend dry friend hyperactive able sit still feel comfortable shop assistant someone like start joke around call stand next feel really uncomfortable,E
8797,spend time someone really quiet whatever reason feel uncomfortable start talk like waterfall moment well ex make cosplay buy fabric much spend dry call hyperactive feel assistant someone start joke stand next feel really uncomfortable,E
8798,postulate people bounciness idea,E
8799,need people take a hop bounce idea jounce,E
8800,idea people need bounce,E
8801,bounce idea,E
8802,thatname say go hour without avowal god forbid come inhabit,E
8803,thatname say avouchment go hour without affirmation god forbid come aver live,E
8804,affirmation say god hour without thatname go forbid come live,E
8805,go hour without affirmation god forbid live,E
8806,miauw say actually know difference act loud obnoxious love fellow extremely dislike one thing people notice fun quirky behaviour deity yes though confirmed esfp know seem incapable honest emotion allow would stop get thing interrupt conversation silly top antic swear dog id make put outside door wait reflect bad behaviour however much blind man think enough notice little game intj realise someone would get excite kitten bubble flower new shoe etc however see point thing would loud often possible extremely insecure want make center attention along get kid bf really uncomfortable would esfp sent v g use tapatalk,E
8807,miauw say actually know difference act loud obnoxious love fellow extremely dislike one thing people notice fun quirky behaviour god yes though confirmed esfp know seem incapable honest emotion feller allow would stop get thing interrupt conversation silly top antic swear dog id make put outside door wait reflect bad behaviour however much blind man think enough notice little game intj understand someone would get excite kitten bubble flower new shoe etc however see point thing would loud often possible extremely care insecure want make center attention along get kid bf really uncomfortable would esfp sent v g use tapatalk,E
8808,miauw say actually know difference act loud obnoxious love fellow extremely dislike one thing people notice fun quirky behaviour god yes though confirmed esfp know seem incapable honest emotion allow would stop get thing interrupt conversation silly top antic swear dog id make put outside door wait reflect bad behaviour however much blind man think enough would little game intj understand someone would get excite kitten bubble flower new shoe etc however see point thing would loud often possible extremely insecure want make center attention along get kid notice really uncomfortable bf esfp sent v g use tapatalk,E
8809,miauw say actually know difference act obnoxious love fellow extremely dislike one thing people notice fun quirky though confirmed know incapable emotion allow get thing interrupt conversation silly top antic swear dog id make put outside door wait reflect behaviour blind think enough little intj understand someone would get excite kitten bubble flower new shoe etc however see point thing loud possible extremely insecure want attention along get kid really uncomfortable would esfp sent v,E
8810,go survive summer camp week excite always surround people actually feel unfrequented one common room go round look people talk use would say,E
